Allocation Personnalisée d'Autonomie (APA);24;Allocations - gériatrie - personne âgée - perte autonomie - revenus - domicile - APA;;JL;"L'APA sert à payer (en totalité ou en partie) soit les dépenses nécessaires pour rester à votre domicile (APA à domicile), soit le tarif dépendance de l'établissement médico-social (exemple : EHPAD) où vous vivez APA en établissement).

Sous conditions d'âge, de résidence et de perte d'autonomie

Elle est versée par les services du département.";https://www.service-public.fr/particuliers/vosdroits/F10009;18/10/2024 2:53pm;Gériatrie;;;;
Guide solution de répit;25;Répit - aidant - domicile - soutien;;JL;;;18/10/2024 2:58pm;Aidants;Guide des solutions_répit_maquette_vDEF_10022022.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recYWqcUztYlJqTSL/fldiD8jFMadIFZbK2/attJ86NCq5SoqDfAj);;;
Liste taxi conventionnés 77;26;"taxis conventionnés
CPAM
transport 
taxi
VSL";;Alicia;;;28/10/2024 3:48pm;Autre;CPAM77-liste-taxis-conventionnes-octobre-2024.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/rec2SMgFffTa0ovUB/fldiD8jFMadIFZbK2/attNRF2wnwEpaBHUG);;;"https://www.ameli.fr/sites/default/files/CPAM77-liste-taxis-conventionnes-octobre-2024.pdf

https://www.ameli.fr/seine-et-marne/assure/remboursements/rembourse/frais-transport 
"
Maisons France Service;27;Service - Démarches - Administratif - Retraite - Solidarité - Social - Logement - Insertion - Accompagnement;;JL;"Les Maisons France services accompagnent les Français dans la réalisation de leurs démarches administratives. Les France services répondent à de nombreux besoins, notamment pour les publics en difficulté avec le numérique ou bien en difficulté dans la réalisation des démarches administratives.
Infos + : https://www.france-services.gouv.fr/
";"Lieux des Maisons France service : https://www.france-services.gouv.fr/le-reseau/ile-de-france
";15/11/2024 8:37am;Social;;;;
Activité physique adaptée : prévention du risque de chutes;28;APA - Activité Physique - Autonomie - Prévention - Chute - Risque - Personne âgée;;JL;"Guide en 8 repères en activité physique pour prévenir le risque de chute au domicile des personnes de plus de 60 ans :

- une stratégie préférentielle vers les personnes ayant déjà chuté ;
- des exercices adaptés ;
- l'importance de l'équilibre ;
- un engagement sur la durée et dans la vie quotidienne ;
- des séances en plusieurs temps ;
- des interventions à domicile utiles ;
- un encadrement professionnel et bienveillant ;
- une approche multidimensionnelle.";;18/11/2024 7:52am;Gériatrie;CNSA-livrable-activite-physique-et-chute-VF-accessible.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recqNWhsG19LFg1Lt/fldiD8jFMadIFZbK2/attfsftyGQ9DjzyD4);;;
Tableau des prestations au 1er février 2024;29;"MDPH - APA - 
Handicap - Personne âgée - Aides financières - Aides à domicile - PCH - Département seine et marne
";;Alicia;;;19/11/2024 10:57am;Social;Tableau_des_Prestations_au_01022024.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/rec5On67J0sWE0WiY/fldiD8jFMadIFZbK2/atty7MVJUDtpLdSFO);;;Montant et barèmes des prestations du département 2024
GUIDE - Évaluation du risque de maltraitance intrafamiliale sur personnes majeures vulnérables;30;Maltraitance - Personne âgée - PMV - Vulnérabilité - Vulnérable - Repérage - Intrafamilial - Violences conjugales - Violence;;JL;Ce guide de l'HAS vise à identifier et analyser les situations de vulnérabilité chez les personnes majeures. Il propose des outils pour évaluer les risques liés à la maltraitance intrafamiliale sur les personnes en situation de vulnérabilité et le périmètre du repérage de l’évaluation des risques de maltraitance.;"Les professionnels et intervenants auprès des personnes vulnérables sont encouragés à adopter une approche systématique pour : 
caractériser l'état ou la situation de vulnérabilité de la personne ; détecter des signaux de maltraitance et évaluer l'environnement familial.

Le guide propose des grilles de repérage adaptées aux différentes catégories de maltraitance :
maltraitance sur personnes âgées ; violences conjugales ; maltraitance des enfants sur leurs parents.";21/11/2024 4:26pm;Autre;grille_reperage_parents_violentes_07_mai_v1.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recRRs9nAb9ikprsV/fldiD8jFMadIFZbK2/attG1B0pzkA2hOAVU), grille_reperage_violence_conjugales_07_mai_v1.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recRRs9nAb9ikprsV/fldiD8jFMadIFZbK2/attjRgj0POTWFW0nx), grille_reperage_maltraitance_personnes_agees_07_mai_v1.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recRRs9nAb9ikprsV/fldiD8jFMadIFZbK2/attpAa04h5zlk5QEh), guide_risque_de_maltraitance_intra-familiale_sur_PMV.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recRRs9nAb9ikprsV/fldiD8jFMadIFZbK2/atteHtNkP9KBLd92A);;;RAS
GUIDE - Bientraitance et gestion des signaux de maltraitance en établissement ;31;Maltraitance - Personne âgée - PH - Handicap - PMV - Vulnérabilité - Vulnérable - Repérage -- Violence - Bientraitance - Intra établissement - ESMS;;JL;Ce guide HAS cible la maltraitance des adultes vulnérables, notamment les personnes âgées et les personnes handicapées. Ce guide souligne l'importance du respect de la dignité et des droits des usagers tout en considérant les spécificités de leurs besoins. Il appelle à la vigilance des professionnels de santé et fournit des conseils sur la manière de signaler correctement ces situations aux autorités compétentes.;"Toute personne peut être concernée par une situation de maltraitance. La maltraitance est plurifactorielle et peut être générée par : 
une organisation de travail (maltraitance institutionnelle) ;  un défaut d’équipement ou d’entretien des infrastructures ;  ou encore une posture professionnelle inadéquate.";21/11/2024 4:30pm;Autre;synthese_bientraitance_maltraitance_etablissement_sanitaire_medico-social_social.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recBrsG071euJsmdx/fldiD8jFMadIFZbK2/att1JcXOYDCPMXvbx), guide_bientraitance_maltraitance_etablissement_sanitaire_medico-social_social.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recBrsG071euJsmdx/fldiD8jFMadIFZbK2/attHYvW2sfYKZrClk);;;RAS
Annuaire des Soins Palliatifs en IDF;32;Annuaire - SP - Soins palliatifs - USP - DAC - Equipe mobile - EMSPT - HAD;;JL;"Annuaire des soins palliatifs d'Ile de France sur le site de la CORPALIF
https://www.corpalif.org/annuaire_professionnels.html 
";;22/11/2024 9:02am;Ressource spécialisée;;;;RAS
Consultation de cardiologie en unité de jour (UJASAR) (avec ou sans RDV);33;Cardiologie - Consultation non programmée - Consultation - Urgence;;Aurélie;"Elle  permet (rapidement) de consulter un cardiologue pour :-
- Un malaise avec perte de connaissance
- Une douleur  thoracique
- Un soufflement
- Des palpitations cardiaques";;26/11/2024 2:12pm;Ressource spécialisée;Depliant_UJASAR_CARDIO_2025.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/rec9nv1goAHDs1xJh/fldiD8jFMadIFZbK2/attNCkYErLTIjA4qh);;;"C'est fait ;)"
Allocation Journalière de Présence Parentale (AJPP);34;Handicap - AJPP - Parent - MDPH - Maladie - Enfant;;JL;L'allocation journalière de présence parentale (AJPP) peut être versée si le parent s'occupe de son enfant gravement malade, accidenté ou handicapé. Il perçoit une allocation journalière pour chaque journée ou demi-journée passée auprès de son enfant (dans la limite de 22 jours par mois). L'AJPP peut vous être accordée sur une période de 3 ans. ;"Toutes les informations sur l'AJPP :
https://www.service-public.fr/particuliers/vosdroits/F151 ";4/12/2024 3:20pm;Social;;;;ras
Commission d'Aide à d'Evaluation et l'Orientation des Personnes Majeures Vulnérables (CAEO PMV) ;35;CAEO PMV - Vulnérabilité - Commission - Synthèse - PMV - Vulnérable - MDS;;JL;"Le Département, dans le cadre du Schéma des Solidarités 2019/2024 a pour objectif de développer la politique de prévention et de protection des personnes vulnérables. 

A ce titre, il convient de développer les axes suivants :
-	la prévention le plus en amont possible
-	l’accompagnement construit avec les personnes en s’appuyant sur leur potentialité
-	l’évaluation des besoins des personnes doit être globale et multidimensionnelle et les réponses doivent être individualisées
-	les solutions doivent être souples et s’adapter dans leur forme autant que dans le contenu
-	pour les situations les plus complexes faisant intervenir des acteurs multiples, la responsabilité de la coordination des interventions repose sur une équipe pluridisciplinaire. 

L’organisation des Commissions d’Aide à l’Evaluation et l’Orientation des Personnes Majeures Vulnérables sur l’ensemble du territoire seine-et-marnais a pour objectif de respecter ces orientations.";"MDS Chelles : sapha_chelles@departement77.fr 
MDS Coulommiers : mdscoulommiers@departement77.fr
MDS Lagny sur Marne : mdslagny@departement77.fr
MDS Meaux : sapha_meaux@departement77.fr
MDS Mitry-Mory : mishika.paris@departement77.fr
MDS Noisiel : sapha_noisiel@departement77.fr
MDS Roissy en Brie : sophie.bellavance@departement77.fr

";27/12/2024 2:38pm;Social;Fiche de saisine CAEOPMV.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recBKpKpVQb6mvBrY/fldiD8jFMadIFZbK2/att3pUgsDuHJuT3Et);;;
Barème 2025 au titre des aides ménagères CPAM;36;Barème - CPAM - Aide ménagère - Domicile - PRADO;;JL;Barème CPAM 2025;;20/1/2025 11:13am;Autre;2025_Bareme_au_titre_des_aides_menageres_-_CPAM.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recEhiaUjtYYM3iYm/fldiD8jFMadIFZbK2/atthYBuTdS3XSNY0S);;;RAS
PLATEFORME D'ACCOMPAGNEMENT ET DE REPIT EPG TOURNAN;37;"Aide aux aidants
Répit
Soutien psychologique";;Solène;"Service de soutien aux personnes, quelque soit l'âge, en charge d'un proche en perte de d'autonomie de 60 ans et plus ou d'une personne atteinte d’une maladie neuro-dégénérative (Alzheimer et maladies apparentées, Parkinson et sclérose en plaques) 
Actions proposées :
- Information et orientation
- Temps de répit à domicile
- Activités de répit pour l'aidant 
- Soutien psychologique pour l'aidant
- Groupe de paroles (en partenariat avec les acteurs du territoire)
- Actions de sensibilisation pour soutenir les aidants dans leur rôle";"La mise en place de temps de répit à domicile peut-être facilitant pour travailler l'acception de la mise en place d'aides à domicile.

Contact :
Par téléphone ou par mail avec l’accord de l’aidant 
Téléphone : 01 64 42 18 08 ou 01 64 42 18 14
Courriel : plateforme@epgtournan.fr

Informations à communiquer :
- Ville de résidence ; Nom + date de naissance ; Numéro de téléphone de l’aidant
- Profil de la personne aidée (âge, maladie…)
- Démarches administratives réalisées ou en cours
";20/1/2025 2:17pm;Aidants;FICHE_PARTENAIRE-PFR_EPG_TOURNAN-JANV_2025.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/rec8SjpTRaOaPU4Wg/fldiD8jFMadIFZbK2/att8TjeNLe8K2eTGW);;;RAS
Entraide déplacements - Association famille rurale;38;Déplacement - Transport - Entraide - ;;JL;"L'Association Entraide déplacements propose un service de déplacements assurés par des bénévoles sans moyen de transport. 
Pour différents types de transports : visites médicales, démarches administratives et sociales, visites au malade, courses...
Attente du chauffeur : 2h max
Zone géographique : 60 km A/R";Voir liste des communes éligibles sur le flyer de l'Association.;31/1/2025 10:30am;Partenaires ;FAMILLES-RURALES-1.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recvLx69m7zK6vfop/fldiD8jFMadIFZbK2/attMYCVaqytbQJuaD);;;RAS
Capital décès - CPAM;39;"Décès - Capital - Aide financière - CPAM - 

";;JL;"Pour aider dans la période difficile du décès d'un proche, l'Assurance Maladie a simplifié les démarches de remboursement des derniers frais de santé du défunt. Dans certains cas, un capital décès peut être versé. Cette indemnité versée aux héritiers du défunt cotisant au régime général de la sécurité sociale permet de faire face aux frais liés au décès d'un proche.
Montant 2025 : 3 768 €";Informations, conditions d'attribution sur le site Améli : https://www.ameli.fr/seine-et-marne/assure/remboursements/pensions-allocations-rentes/deces-proche-capital-deces#:~:text=Le%20montant%20maximum%20du%20capital,1er%20janvier%202025%20%3A%20471%20%E2%82%AC.;31/1/2025 10:38am;Social;Notice-Demande-capital-deces.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recuGckiCcOkLhe9A/fldiD8jFMadIFZbK2/attqk6OF1B8tBr92B), Demande-capital-deces-independant.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recuGckiCcOkLhe9A/fldiD8jFMadIFZbK2/atteiDJLJbadyzK4Q), Cerfa_Demande_capital_deces.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recuGckiCcOkLhe9A/fldiD8jFMadIFZbK2/attNmmNyfDV0ordNe);;;ras
Handiconsult;40;Handicap - Accès aux soins - Consultation - Inclusion - Soin - PH - Personnes en situation de handicap ;;JL;"Dispositif qui permet de répondre aux besoins non couverts ou difficilement couverts pour des soins courants somatiques non liés à leur handicap.
Ces six structures en IDF proposent toutes un socle commun qui comporte une offre en soins somatiques, en santé orale et en gynécologie, et l’évaluation de la douleur. Les offres varient cependant considérablement d’un centre à l’autre, incluant parfois des consultations de cardiologie, d’endocrinologie, de gériatrie, d’ophtalmologie, un service d’imagerie (radiologie), de podologie, de la médecine physique et de réadaptation… ";Informations / Accessibilité : https://www.iledefrance.ars.sante.fr/handiconsult-une-cle-pour-lacces-aux-soins-des-personnes-en-situation-de-handicap ;31/1/2025 10:54am;Handicap ;;;;RAS
Fonds National d'Action Sanitaire et Social (FNASS) : aide spécifique aux soins palliatifs;41;FNASS - Soins Palliatifs - Aide financière - ;;JL;"Le FNASS) est "" un dispositif de la Caisse Nationale d'Assurance Maladie (CNAMTS) qui apporte une aide financière, sous certaines conditions, pour soutenir le maintien ou le retour à domicile d'une personne gravement malade en fin de vie nécessitant une prise en charge en soins palliatifs "".*
Montant du fond en Seine et Marne : 3 333 €";"> Pour en bénéficier :
Etre pris en charge par une Equipe Mobile de Soins Palliatifs (EMSP), un réseau ou une Hospitalisation A Domicile (HAD) ou à défaut, par un SSIAD,
Etre affilié au régime général ou assimilé,
Ne pas dépasser un certain plafond de revenus (une participation restant à la charge de l'assuré). 

> Quels services sont financés par le fonds ?
Des prestations de garde malade,
Des achats de fournitures spécifiques (non remboursés par la CPAM).
";31/1/2025 11:05am;Social;;;;ras
ESCAVIE 77;42;"Aides techniques 
Aménagement du logement 
Handicap moteur";;Solène - Marie;Evaluation des besoins et accompagnement au choix et à la prise en main des aides techniques pour les personnes en situation de handicap moteur tout âge;"Service dépendant de la CRAMIF
Equipe composée de 3 ergothérapeutes 
Un espace d'exposition permet aux personnes d'aller tester le matériel 
Voir la pièce jointe";4/2/2025 3:57pm;Ressource spécialisée, Handicap , Autre;ESCAVIE_77.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recTMoxot1wil0biW/fldiD8jFMadIFZbK2/attUI7If8JPJRTpo5);;;RAS
Aidantomètre;43;Aidant - Echelle - Diagnostic - ;;JL;Diagnostic de la situation d'un aidant;;19/3/2025 9:53am;Aidants;flyer-aidantometre_web_1738847559.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/reck8PTkYoMTiXzYt/fldiD8jFMadIFZbK2/attxe8q08v1ZSQiKV);;;
Présentation des mesures de protection juridique - FALC;44;Protection juridique - Majeurs - Vulnérable - Tutelle - Curatelle - Mandataire - FALC - HAS ;;JL;"Description des mesures de protections juridique en Facile A Lire et à Comprendre (FALC) pour une personne accompagnée. 
Présentation de ses droits .";;21/3/2025 12:36pm;Autre;accompagner_la_personne_necessitant_une_mesure_de_protection_juridique__fiche_falc_les_actes_de_la_vie_de_tous_les_jours.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recwpQ0CYVhF1xh9N/fldiD8jFMadIFZbK2/att3VahLkTTQVPZxk);;;ras
Structures d'aide à domicile secteur SAPHA Meaux septembre 2024;45;SAPHA - APA - SAAD MEAUX -  aide à domicile - prestataire - services ;;Alicia;;;25/3/2025 11:11am;Social;Prestataires_aides_a_domicile_Meaux_APA_septembre_2024.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recEa1Rk5NPcTI7sL/fldiD8jFMadIFZbK2/attCBqCJVMgHOB7MZ);;;Mise à jour de la liste des prestataires sur le secteur du SAPHA de Meaux 
Anticiper et préparer le retour à l’emploi après un cancer - Médecine du travail;46;Travail - cancer - retour à l'emploi - emploi - médecine du travail;;JLa;Le Plan régional de santé au Travail d’Île-de-France 2021-2025 (PRST) propose des outils destinés à anticiper le retour à l’emploi des salariés après un cancer. ;;26/3/2025 2:49pm;Cancérologie;3-fiche_patient.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recLCy9XbKCRpref4/fldiD8jFMadIFZbK2/attOPJOJ7i0d7zQYB), fiche_patients_annexes.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recLCy9XbKCRpref4/fldiD8jFMadIFZbK2/attQ3PCYrJuYve2k8), 1-fiche_salarie.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recLCy9XbKCRpref4/fldiD8jFMadIFZbK2/attEpMGgFPFUKJgbU);;;
Centre Ressource Régional de Psychiatrie du Sujet Agé (CRRPSA);47;Gérontopsychiatrie - Psychiatrie - Géronto - Gériatrie - Ressource - Sujet âgé - Région - IDF - CRRPSA;;JL;"Le CRRPSA a pour mission l'expertise des troubles psychiatriques et psychologiques chez la personne âgée de plus de 65 ans, résidant en Ile-de-France : 
- Expertise diagnostique
- Préconisations thérapeutiques
- Orientation de la prise en charge en coordination avec le MT";https://www.crrpsa.fr/page/centre-ressource;8/4/2025 3:05pm;Ressource spécialisée;Courrier_CRR_2025_pour_professionnels.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recHL7K4KdygxOM6k/fldiD8jFMadIFZbK2/att242QWgJ2QZiSB7), Formulaire_de_demande_CRRPSA_CCL_-_2025.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recHL7K4KdygxOM6k/fldiD8jFMadIFZbK2/attGnplahS9L3fmyg), Livret_patient_CRRPSA_2025.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recHL7K4KdygxOM6k/fldiD8jFMadIFZbK2/attbmeOV0t0xKH4Er);;;RAS
Accueil de jour itinérant - Gériatrie;48;Gériatrie - Accueil de jour - Activités - Alzheimer - Troubles cognitifs - ;;JL;"L'accueil de jour itinérant est une formule mise en place, afin de favoriser le maintien à domicile des personnes souffrant de la maladie d'Alzheimer ou troubles apparentés.
C'est aussi un moment de répit pour les proches.
L'objectif de l'accueil de jour itinérant est d'améliorer la répartition de l'offre en accueil de jour répondant à la diversité de la Brie Nord-Est.";;9/4/2025 10:28am;Gériatrie;Affiche_HDJ_Itinerant_A1-2021.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recFB06fID2eGP81u/fldiD8jFMadIFZbK2/att8vEhlvaUtOqKq3), Fiche_presentation_ADJI.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recFB06fID2eGP81u/fldiD8jFMadIFZbK2/attpDF4yt5KorhmPn), Triptyque_Accueil_jour_itinerant-Jouarre-Nov2024.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recFB06fID2eGP81u/fldiD8jFMadIFZbK2/attxoSCHZtcUJ6ERT);;;RAS
Guide des aides financières accessibles aux personnes en situation de handicap et à leurs familles;49;Aide financière - Handicap - famille - MDPH - Aidant - ;;JL;;;15/5/2025 10:35am;Handicap ;Guide_Aides_Financieres.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recAHZmqhOsJBhnJy/fldiD8jFMadIFZbK2/atte4elLVAVjGC4CK);;;
Mon Bilan Prévention - Gratuit - CPAM;50;"Prévention - Santé - Dépistage - CPAM 
";;JL;"Mon Bilan Prévention, est un dispositif novateur et ambitieux de prévention, permettant à la fois d’agir sur les habitudes et les modes de vie des personnes, et d’améliorer l’accessibilité la réalisation des dépistages organisés, par exemple contre le cancer du sein, et des campagnes de vaccination.

Ce nouveau temps d’échange dédié à la prévention en santé est l’occasion de faire le point sur vos habitudes de vie et votre environnement avec un professionnel de santé. Vous pourrez ainsi bénéficier de conseils personnalisés pour comprendre et agir sur ce qui influence votre santé, suivre des actions de dépistage et donc lutter contre l’apparition de maladies telles que le diabète ou encore les maladies cardiovasculaires et certains cancers.

L’objectif est de vous permettre de devenir acteur de votre santé et de favoriser les comportements favorables à celle-ci afin de vous sentir mieux et de vivre plus longtemps en bonne santé.";"Informations et documents : 
https://sante.gouv.fr/prevention-en-sante/preserver-sa-sante/mon-bilan-prevention-les-rendez-vous-sante-aux-ages-cles-de-la-vie/article/mon-bilan-prevention-en-quoi-ca-consiste ";6/6/2025 12:11pm;Autre;;;;ras
Guide pratique - L'entourage des personnes accompagnées;51;Aidants - Entourage - Famille - Représentant légal -  Personne de confiance -;;JL;Guide de qui a le droit de faire quoi dans l’intérêt de la personne accompagnée ?;;20/6/2025 8:50am;Autre;Guide pratique - Qui a le droit de faire quoi dans l'intérêt de la personne accompagnée.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recxsiclRBwZJB5Kh/fldiD8jFMadIFZbK2/attbh8hwEnLRWuJSH);;;
Santé bucco-dentaire pour les personnes en situation de handicap;52;Handicap - Dents - Bucco-dentaire - Offre - Santé;;JL;"Les besoins en soins bucco-dentaires des personnes en situation de handicap sont importants et l’offre de soins adaptée, c’est pourquoi, l’ARS Île-de-France, la Caisse régionale d’Assurance maladie Île-de-France, le Conseil départemental de Seine-et-Marne et le réseau régional RHAPSOD’IF se sont associés à l’Union des Mutuelles d’Île-de-France pour créer une offre de soins bucco-dentaire adaptée aux personnes en situation de handicap à MEAUX. 
Le centre de santé de l’UMIF accueille les personnes en situation de handicap avec des professionnels formés et du matériel adapté.";"Adresse du centre : 
17 avenue Jean Bureau 
77100 Meaux
www.umif-sante.fr/centre/meaux/ 
Prise de rendez-vous par mail et par téléphone :
Mail : cdm.meaux@umif.fr 
Tél : 01.64.36.54.36
";30/6/2025 10:06am;Handicap ;;;;
HDJ - La Renaissance sanitaire - MLV;;HDJ - Hôpital de jour - Gériatrie - Polyvalent ;;JL;Flyer et fiche de demande de prise en charge HDJ La Renaissance Sanitaire MLV;;18/7/2025 12:10pm;Autre;Flyer_HDJ_MLV.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/rec3HT1P1x4pvQM4T/fldiD8jFMadIFZbK2/attTxHQEG0dqjWOFf), ADMIN_HDJ_LRS_MLV.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/rec3HT1P1x4pvQM4T/fldiD8jFMadIFZbK2/attVlyEM57CDnmkoJ);;;ras
Aides financières Aidants - CPAM 77;;"Aidants; aides financières, aides extra-légales CPAM 77";;Solène;"Le conseil de la CPAM de la Seine-et-Marne a voté, en sa séance du 17 juin 2025, deux aides financières pour les aidants bénéficiant de l’Allocation Journalière Proche Aidant (AJPA).

1ère aide : Aide pour limiter la perte de revenu par le versement d’un montant forfaitaire de 15 €/jour en complément de l’AJPA
Un formulaire spécifique est mis à disposition sous Ameli et joint en annexe. Il devra nous être adressé après complétude avec les justificatifs suivants :
- Attestation CAF indiquant le montant de l’AJPA perçu depuis le 1er versement
- Autorisation du congé délivré par l’employeur

2ème aide : Aide pour une prestation d’aide-ménagère au domicile de l’aidant :
- à hauteur de 30 heures par année civile, limitée à 10 heures /mois
- à hauteur de 28,80 € l’heure
- sans conditions de ressources.

Un formulaire spécifique est mis à disposition sous Ameli et joint en annexe. Il devra nous être adressé après complétude avec les justificatifs suivants :
- Attestation CAF indiquant le montant de l’AJPA perçu depuis le 1er versement
- Autorisation du congé délivré par l’employeur.";;4/8/2025 2:03pm;Aidants;Demande_Aide_aux_aidants_.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recABPh6MUopRnTMP/fldiD8jFMadIFZbK2/att0oXyOrhNhTTMBo), Imprime_aide_au_repit.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recABPh6MUopRnTMP/fldiD8jFMadIFZbK2/att7O8X4S1jncYrld);;;Mise en forme : Peut-on mettre mettre en gras les deux types d'aide ?
AFM TELETHON _ Service Régional Antenne Nord;;Pathologies neuromusculaires, parcours de santé, coordination;;Solène;"Accompagnement du parcours de santé des personnes atteintes de maladies neuromusculaires et de leur entourage par des référents de parcours santé de formation infirmière et sociale.
Evaluation au domicile
Connaissance et liens privilégiés avec les centres d'expertise.
Tout âge, toute pathologie neuromusculaire, pas de nécessité d'existence d'un dossier MDPH
Voir Fiche partenaire jointe ";;8/8/2025 2:27pm;Ressource spécialisée;FICHE-PARTENAIRES-AFM_TELETHON_IDF_ANTENNE_NORD_2025.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recSGvczsUIduSZ63/fldiD8jFMadIFZbK2/attzEopLpDE0M3Unm), AFM_TELETHON_ILE_DE_FRANCE.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recSGvczsUIduSZ63/fldiD8jFMadIFZbK2/attVZh2v69Bq6FtvG), le_role_des_RPS_oct2017.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recSGvczsUIduSZ63/fldiD8jFMadIFZbK2/attXKpCpzaHaNj55Y);;;Je ne sais pas trop dans quelle catégorie classer la fiche....
Demande d'hospitalisation en Hopital de Jour Gériatrique ;;"Hôpital de jour
Gériatrie

";;Alicia ;Formulaire de demande d'hospitalisation en hôpital de jour gériatrique ;"à envoyer à IDEC : idehdj.pso@lna-sante.com
";9/9/2025 3:55pm;Gériatrie;Formulaire_demande_HDJ_Geriatrique_LNA_Orgemont.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/rec8SvVpWGVe2Bg7t/fldiD8jFMadIFZbK2/attI6qpxqYqcTFcFq);;;à envoyer à IDEC : idehdj.pso@lna-sante.com
AFAD - Aide Familiale Au Domicile;;AFAD - Famille - Aide - Domicile - TISF;;JL;"AFAD Île-de-France accompagne les familles dans les moments de vie difficiles ou fragiles : grossesse, naissance, maladie, handicap, séparation, décès, épuisement parental, etc.

Nous intervenons à domicile pour soutenir les fonctions parentales et aider à retrouver un équilibre familial.

Nos professionnels à vos côtés :

-	TISF (Technicien.ne.s de l’Intervention Sociale et Familiale)
Travailleurs sociaux spécialisés dans l’accompagnement éducatif, social et parental :
•	Organisation du quotidien (budget, alimentation, rendez-vous médicaux, etc.)
•	Soins aux nourrissons, conseils en périnatalité
•	Aide aux devoirs, activités d’éveil et de loisirs
•	Soutien à l’intégration sociale et à l’accès aux droits

-	Aides à Domicile
Soutien dans les gestes du quotidien :
•	Entretien du logement et du linge
•	Préparation des repas, aide aux courses
•	Aide dans les démarches administratives simples

Deux dispositifs d’accompagnement :
1.	Dispositif CAF : pour toutes les familles avec enfants de 0 à 18 ans.
Participation financière selon le quotient familial (CAF).

2.	Dispositif de la Prévention et la Protection de l’enfance : pour les familles en difficulté avec enfants de 0 à 18 ans.
Prise en charge à 100 % par le Département. (Intervention TISF uniquement)

Notre mission : Favoriser l’autonomie des familles et les aider à retrouver un équilibre de vie, dans une démarche de “faire avec”.
";01 60 68 70 72 ou à l’adresse : secteur77@afad-idf.asso.fr;29/9/2025 10:20am;Aidants;AFAD_Plaquette_famille_basse_def.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recXJT3htZ4UBzT1H/fldiD8jFMadIFZbK2/attZfyIPBzZVLCCHc);;;RAS
